CallID,CustomerID,CallDate,IssueType,ResolutionStatus,SupervisorID
5854,1930,2023-09-01 21:00:00,Issue1,Pending,71
5855,521,2023-09-01 22:00:00,Issue2,Pending,16
5856,6524,2023-09-01 23:00:00,Issue3,Pending,48
5857,8292,2023-09-02 00:00:00,Issue1,Resolved,80
5858,6016,2023-09-02 01:00:00,Issue1,Resolved,35
5859,6145,2023-09-02 02:00:00,Issue2,Pending,83
5860,8659,2023-09-02 03:00:00,Issue3,Resolved,14
5861,603,2023-09-02 04:00:00,Issue2,Pending,34
5862,3341,2023-09-02 05:00:00,Issue1,Pending,60
5863,6430,2023-09-02 06:00:00,Issue3,Resolved,63
5864,783,2023-09-02 07:00:00,Issue3,Pending,76
5865,6189,2023-09-02 08:00:00,Issue1,Resolved,76
5866,6402,2023-09-02 09:00:00,Issue1,Pending,85
5867,697,2023-09-02 10:00:00,Issue2,Pending,39
5868,3214,2023-09-02 11:00:00,Issue3,Pending,1
5869,7489,2023-09-02 12:00:00,Issue3,Pending,36
5870,9138,2023-09-02 13:00:00,Issue3,Resolved,26
5871,4441,2023-09-02 14:00:00,Issue2,Resolved,18
5872,2531,2023-09-02 15:00:00,Issue2,Resolved,37
5873,9806,2023-09-02 16:00:00,Issue3,Pending,18
5874,7804,2023-09-02 17:00:00,Issue2,Resolved,27
5875,7572,2023-09-02 18:00:00,Issue1,Resolved,66
5876,8160,2023-09-02 19:00:00,Issue3,Pending,72
5877,1149,2023-09-02 20:00:00,Issue2,Pending,98
5878,4947,2023-09-02 21:00:00,Issue1,Resolved,12
5879,2131,2023-09-02 22:00:00,Issue1,Resolved,19
5880,939,2023-09-02 23:00:00,Issue3,Pending,41
5881,3335,2023-09-03 00:00:00,Issue2,Pending,95
5882,7464,2023-09-03 01:00:00,Issue1,Pending,63
5883,4779,2023-09-03 02:00:00,Issue1,Pending,20
5884,2848,2023-09-03 03:00:00,Issue2,Pending,96
5885,7745,2023-09-03 04:00:00,Issue3,Resolved,70
5886,8950,2023-09-03 05:00:00,Issue2,Resolved,64
5887,2149,2023-09-03 06:00:00,Issue3,Resolved,53
5888,6832,2023-09-03 07:00:00,Issue1,Pending,31
5889,3747,2023-09-03 08:00:00,Issue3,Resolved,97
5890,5125,2023-09-03 09:00:00,Issue3,Resolved,93
5891,6253,2023-09-03 10:00:00,Issue2,Resolved,40
5892,7554,2023-09-03 11:00:00,Issue3,Resolved,64
5893,2740,2023-09-03 12:00:00,Issue1,Pending,83
5894,689,2023-09-03 13:00:00,Issue2,Resolved,94
5895,9412,2023-09-03 14:00:00,Issue1,Resolved,68
5896,9171,2023-09-03 15:00:00,Issue2,Pending,25
5897,9911,2023-09-03 16:00:00,Issue1,Resolved,21
5898,8354,2023-09-03 17:00:00,Issue1,Resolved,38
5899,517,2023-09-03 18:00:00,Issue1,Resolved,42
5900,3009,2023-09-03 19:00:00,Issue2,Resolved,5
5901,1809,2023-09-03 20:00:00,Issue3,Pending,36
5902,4414,2023-09-03 21:00:00,Issue3,Resolved,50
5903,4929,2023-09-03 22:00:00,Issue1,Pending,35
5904,9462,2023-09-03 23:00:00,Issue3,Pending,98
5905,4337,2023-09-04 00:00:00,Issue3,Pending,42
5906,1429,2023-09-04 01:00:00,Issue1,Pending,17
5907,8456,2023-09-04 02:00:00,Issue3,Resolved,59
5908,2936,2023-09-04 03:00:00,Issue3,Resolved,51
5909,7415,2023-09-04 04:00:00,Issue2,Pending,8
5910,4709,2023-09-04 05:00:00,Issue3,Resolved,9
5911,9656,2023-09-04 06:00:00,Issue3,Pending,22
5912,9416,2023-09-04 07:00:00,Issue2,Pending,62
5913,3007,2023-09-04 08:00:00,Issue1,Resolved,93
5914,3898,2023-09-04 09:00:00,Issue3,Pending,69
5915,3844,2023-09-04 10:00:00,Issue3,Pending,25
5916,7011,2023-09-04 11:00:00,Issue3,Resolved,31
5917,5935,2023-09-04 12:00:00,Issue1,Resolved,55
5918,5623,2023-09-04 13:00:00,Issue2,Resolved,30
5919,5383,2023-09-04 14:00:00,Issue1,Resolved,65
5920,4259,2023-09-04 15:00:00,Issue1,Pending,72
5921,8331,2023-09-04 16:00:00,Issue3,Resolved,37
5922,8001,2023-09-04 17:00:00,Issue1,Pending,74
5923,5891,2023-09-04 18:00:00,Issue1,Pending,92
5924,9336,2023-09-04 19:00:00,Issue2,Pending,69
5925,127,2023-09-04 20:00:00,Issue3,Pending,34
5926,8353,2023-09-04 21:00:00,Issue1,Resolved,46
5927,8281,2023-09-04 22:00:00,Issue2,Pending,2
5928,9244,2023-09-04 23:00:00,Issue1,Resolved,86
5929,6556,2023-09-05 00:00:00,Issue2,Resolved,26
5930,5403,2023-09-05 01:00:00,Issue1,Pending,56
5931,5334,2023-09-05 02:00:00,Issue2,Resolved,88
5932,7759,2023-09-05 03:00:00,Issue3,Resolved,85
5933,5635,2023-09-05 04:00:00,Issue2,Resolved,54
5934,157,2023-09-05 05:00:00,Issue3,Resolved,78
5935,6912,2023-09-05 06:00:00,Issue3,Resolved,38
5936,1996,2023-09-05 07:00:00,Issue3,Resolved,91
5937,9244,2023-09-05 08:00:00,Issue3,Pending,87
5938,1821,2023-09-05 09:00:00,Issue3,Pending,26
5939,2579,2023-09-05 10:00:00,Issue3,Resolved,37
5940,1626,2023-09-05 11:00:00,Issue3,Resolved,11
5941,5126,2023-09-05 12:00:00,Issue3,Pending,3
5942,4077,2023-09-05 13:00:00,Issue3,Resolved,78
5943,2586,2023-09-05 14:00:00,Issue2,Resolved,18
5944,6467,2023-09-05 15:00:00,Issue1,Resolved,36
5945,5045,2023-09-05 16:00:00,Issue2,Pending,13
5946,9029,2023-09-05 17:00:00,Issue1,Resolved,8
5947,2159,2023-09-05 18:00:00,Issue1,Resolved,50
5948,8398,2023-09-05 19:00:00,Issue2,Pending,3
5949,4873,2023-09-05 20:00:00,Issue1,Resolved,32
5950,4337,2023-09-05 21:00:00,Issue2,Resolved,12
5951,8998,2023-09-05 22:00:00,Issue2,Pending,33
5952,8976,2023-09-05 23:00:00,Issue1,Pending,82
5953,104,2023-09-06 00:00:00,Issue1,Resolved,86
5954,2438,2023-09-06 01:00:00,Issue2,Resolved,83
5955,4938,2023-09-06 02:00:00,Issue2,Resolved,69
5956,7498,2023-09-06 03:00:00,Issue3,Pending,56
5957,6641,2023-09-06 04:00:00,Issue2,Resolved,42
5958,3146,2023-09-06 05:00:00,Issue1,Resolved,52
5959,8766,2023-09-06 06:00:00,Issue2,Pending,96
5960,4210,2023-09-06 07:00:00,Issue2,Pending,3
5961,2739,2023-09-06 08:00:00,Issue2,Pending,18
5962,6112,2023-09-06 09:00:00,Issue3,Pending,27
5963,6436,2023-09-06 10:00:00,Issue2,Pending,93
5964,2138,2023-09-06 11:00:00,Issue2,Resolved,68
5965,3152,2023-09-06 12:00:00,Issue2,Pending,53
5966,3181,2023-09-06 13:00:00,Issue2,Pending,24
5967,5851,2023-09-06 14:00:00,Issue1,Resolved,92
5968,4850,2023-09-06 15:00:00,Issue1,Pending,73
5969,7346,2023-09-06 16:00:00,Issue3,Resolved,1
5970,4880,2023-09-06 17:00:00,Issue3,Resolved,73
5971,230,2023-09-06 18:00:00,Issue3,Resolved,60
5972,6654,2023-09-06 19:00:00,Issue3,Pending,40
5973,8826,2023-09-06 20:00:00,Issue3,Resolved,81
5974,2087,2023-09-06 21:00:00,Issue3,Pending,58
5975,131,2023-09-06 22:00:00,Issue2,Pending,21
5976,1254,2023-09-06 23:00:00,Issue1,Pending,65
5977,4458,2023-09-07 00:00:00,Issue1,Pending,73
5978,3414,2023-09-07 01:00:00,Issue1,Resolved,52
5979,9627,2023-09-07 02:00:00,Issue1,Pending,38
5980,1134,2023-09-07 03:00:00,Issue3,Resolved,58
5981,1949,2023-09-07 04:00:00,Issue2,Pending,38
5982,9315,2023-09-07 05:00:00,Issue1,Resolved,79
5983,7952,2023-09-07 06:00:00,Issue2,Resolved,99
5984,4583,2023-09-07 07:00:00,Issue2,Resolved,64
5985,2531,2023-09-07 08:00:00,Issue3,Pending,17
5986,6768,2023-09-07 09:00:00,Issue1,Pending,76
5987,4932,2023-09-07 10:00:00,Issue3,Pending,12
5988,89,2023-09-07 11:00:00,Issue2,Pending,34
5989,7659,2023-09-07 12:00:00,Issue2,Resolved,10
5990,419,2023-09-07 13:00:00,Issue1,Pending,19
5991,1507,2023-09-07 14:00:00,Issue1,Pending,36
5992,8081,2023-09-07 15:00:00,Issue1,Pending,40
5993,3373,2023-09-07 16:00:00,Issue2,Resolved,83
5994,4898,2023-09-07 17:00:00,Issue2,Pending,68
5995,4315,2023-09-07 18:00:00,Issue2,Resolved,30
5996,2995,2023-09-07 19:00:00,Issue2,Resolved,42
5997,2418,2023-09-07 20:00:00,Issue3,Resolved,44
5998,9864,2023-09-07 21:00:00,Issue2,Resolved,55
5999,6200,2023-09-07 22:00:00,Issue1,Resolved,96
6000,5955,2023-09-07 23:00:00,Issue1,Pending,87
6001,4206,2023-09-08 00:00:00,Issue2,Resolved,75
6002,6667,2023-09-08 01:00:00,Issue2,Pending,97
6003,8157,2023-09-08 02:00:00,Issue2,Resolved,33
6004,9224,2023-09-08 03:00:00,Issue2,Resolved,41
6005,7975,2023-09-08 04:00:00,Issue2,Pending,67
6006,3450,2023-09-08 05:00:00,Issue1,Pending,31
6007,1176,2023-09-08 06:00:00,Issue3,Resolved,73
6008,5053,2023-09-08 07:00:00,Issue2,Pending,25
6009,4356,2023-09-08 08:00:00,Issue1,Resolved,16
6010,7653,2023-09-08 09:00:00,Issue1,Pending,14
6011,7622,2023-09-08 10:00:00,Issue2,Resolved,88
6012,2861,2023-09-08 11:00:00,Issue1,Resolved,71
6013,2034,2023-09-08 12:00:00,Issue3,Resolved,85
6014,632,2023-09-08 13:00:00,Issue1,Resolved,65
6015,1226,2023-09-08 14:00:00,Issue1,Pending,65
6016,6297,2023-09-08 15:00:00,Issue3,Pending,70
6017,7071,2023-09-08 16:00:00,Issue1,Resolved,38
6018,9189,2023-09-08 17:00:00,Issue1,Resolved,15
6019,9362,2023-09-08 18:00:00,Issue1,Pending,40
6020,902,2023-09-08 19:00:00,Issue2,Resolved,87
6021,1484,2023-09-08 20:00:00,Issue2,Pending,66
6022,2533,2023-09-08 21:00:00,Issue1,Pending,31
6023,6315,2023-09-08 22:00:00,Issue3,Resolved,51
6024,7144,2023-09-08 23:00:00,Issue1,Resolved,98
6025,7579,2023-09-09 00:00:00,Issue3,Pending,10
6026,27,2023-09-09 01:00:00,Issue1,Resolved,33
6027,4658,2023-09-09 02:00:00,Issue2,Pending,91
6028,2479,2023-09-09 03:00:00,Issue2,Pending,89
6029,7522,2023-09-09 04:00:00,Issue2,Resolved,46
6030,4834,2023-09-09 05:00:00,Issue1,Resolved,77
6031,4090,2023-09-09 06:00:00,Issue1,Resolved,80
6032,3271,2023-09-09 07:00:00,Issue1,Resolved,21
6033,5584,2023-09-09 08:00:00,Issue2,Pending,51
6034,8770,2023-09-09 09:00:00,Issue3,Resolved,8
6035,3785,2023-09-09 10:00:00,Issue1,Pending,2
6036,281,2023-09-09 11:00:00,Issue3,Pending,57
6037,7447,2023-09-09 12:00:00,Issue1,Resolved,80
6038,9589,2023-09-09 13:00:00,Issue1,Resolved,80
6039,5296,2023-09-09 14:00:00,Issue2,Pending,41
6040,5365,2023-09-09 15:00:00,Issue3,Pending,24
6041,5054,2023-09-09 16:00:00,Issue1,Resolved,18
6042,5130,2023-09-09 17:00:00,Issue3,Pending,23
6043,8040,2023-09-09 18:00:00,Issue3,Resolved,89
6044,8087,2023-09-09 19:00:00,Issue2,Resolved,50
6045,2260,2023-09-09 20:00:00,Issue3,Resolved,70
6046,6249,2023-09-09 21:00:00,Issue1,Pending,78
6047,7579,2023-09-09 22:00:00,Issue1,Pending,43
6048,554,2023-09-09 23:00:00,Issue1,Pending,27
6049,839,2023-09-10 00:00:00,Issue2,Resolved,4
6050,1248,2023-09-10 01:00:00,Issue2,Pending,47
6051,3260,2023-09-10 02:00:00,Issue3,Resolved,91
6052,4004,2023-09-10 03:00:00,Issue1,Pending,68
6053,169,2023-09-10 04:00:00,Issue1,Pending,27
6054,6867,2023-09-10 05:00:00,Issue3,Pending,28
6055,7772,2023-09-10 06:00:00,Issue1,Pending,19
6056,2632,2023-09-10 07:00:00,Issue2,Pending,56
6057,1378,2023-09-10 08:00:00,Issue1,Resolved,85
6058,9317,2023-09-10 09:00:00,Issue1,Pending,22
6059,9264,2023-09-10 10:00:00,Issue1,Resolved,91
6060,3123,2023-09-10 11:00:00,Issue3,Pending,92
6061,9162,2023-09-10 12:00:00,Issue1,Pending,24
6062,1875,2023-09-10 13:00:00,Issue3,Pending,11
6063,6725,2023-09-10 14:00:00,Issue2,Pending,80
6064,9659,2023-09-10 15:00:00,Issue1,Resolved,59
6065,5468,2023-09-10 16:00:00,Issue3,Resolved,69
6066,7511,2023-09-10 17:00:00,Issue2,Pending,72
6067,8177,2023-09-10 18:00:00,Issue2,Resolved,78
6068,6285,2023-09-10 19:00:00,Issue3,Pending,36
6069,1688,2023-09-10 20:00:00,Issue3,Pending,84
6070,5040,2023-09-10 21:00:00,Issue2,Resolved,96
6071,9862,2023-09-10 22:00:00,Issue3,Pending,32
6072,112,2023-09-10 23:00:00,Issue2,Resolved,45
6073,4083,2023-09-11 00:00:00,Issue3,Pending,35
6074,8556,2023-09-11 01:00:00,Issue2,Pending,56
6075,1484,2023-09-11 02:00:00,Issue2,Resolved,60
6076,5586,2023-09-11 03:00:00,Issue3,Pending,40
6077,9037,2023-09-11 04:00:00,Issue2,Pending,18
6078,9034,2023-09-11 05:00:00,Issue3,Pending,81
6079,327,2023-09-11 06:00:00,Issue1,Resolved,3
6080,8683,2023-09-11 07:00:00,Issue2,Pending,49
6081,4060,2023-09-11 08:00:00,Issue1,Resolved,55
6082,5686,2023-09-11 09:00:00,Issue1,Pending,47
6083,4263,2023-09-11 10:00:00,Issue3,Resolved,96
6084,889,2023-09-11 11:00:00,Issue3,Resolved,46
6085,8114,2023-09-11 12:00:00,Issue3,Resolved,55
6086,2026,2023-09-11 13:00:00,Issue1,Resolved,6
6087,2102,2023-09-11 14:00:00,Issue3,Resolved,77
6088,9587,2023-09-11 15:00:00,Issue3,Pending,33
6089,8325,2023-09-11 16:00:00,Issue1,Pending,81
6090,2175,2023-09-11 17:00:00,Issue3,Resolved,8
6091,805,2023-09-11 18:00:00,Issue1,Pending,77
6092,181,2023-09-11 19:00:00,Issue3,Resolved,62
6093,9113,2023-09-11 20:00:00,Issue2,Pending,62
6094,2560,2023-09-11 21:00:00,Issue1,Pending,36
6095,9920,2023-09-11 22:00:00,Issue1,Pending,21
6096,2281,2023-09-11 23:00:00,Issue3,Resolved,4
6097,7589,2023-09-12 00:00:00,Issue2,Pending,9
6098,9399,2023-09-12 01:00:00,Issue3,Pending,89
6099,2865,2023-09-12 02:00:00,Issue3,Pending,12
6100,347,2023-09-12 03:00:00,Issue1,Pending,51
6101,2855,2023-09-12 04:00:00,Issue1,Pending,45
6102,9938,2023-09-12 05:00:00,Issue3,Resolved,26
6103,5960,2023-09-12 06:00:00,Issue3,Resolved,66
6104,5814,2023-09-12 07:00:00,Issue3,Pending,53
6105,2258,2023-09-12 08:00:00,Issue2,Resolved,57
6106,1791,2023-09-12 09:00:00,Issue3,Resolved,6
6107,9581,2023-09-12 10:00:00,Issue1,Pending,44
6108,1466,2023-09-12 11:00:00,Issue3,Pending,92
6109,656,2023-09-12 12:00:00,Issue3,Pending,39
6110,7997,2023-09-12 13:00:00,Issue3,Resolved,47
6111,262,2023-09-12 14:00:00,Issue1,Resolved,61
6112,6231,2023-09-12 15:00:00,Issue1,Pending,83
6113,3010,2023-09-12 16:00:00,Issue3,Resolved,68
6114,3676,2023-09-12 17:00:00,Issue3,Pending,41
6115,9779,2023-09-12 18:00:00,Issue2,Resolved,56
6116,2225,2023-09-12 19:00:00,Issue3,Resolved,92
6117,678,2023-09-12 20:00:00,Issue1,Resolved,42
6118,8064,2023-09-12 21:00:00,Issue3,Resolved,41
6119,6147,2023-09-12 22:00:00,Issue2,Pending,98
6120,6170,2023-09-12 23:00:00,Issue3,Resolved,77
6121,5177,2023-09-13 00:00:00,Issue1,Pending,61
6122,1387,2023-09-13 01:00:00,Issue2,Pending,45
6123,7644,2023-09-13 02:00:00,Issue1,Pending,82
6124,882,2023-09-13 03:00:00,Issue1,Resolved,12
6125,1522,2023-09-13 04:00:00,Issue1,Pending,49
6126,9908,2023-09-13 05:00:00,Issue3,Pending,31
6127,3640,2023-09-13 06:00:00,Issue2,Resolved,24
6128,6942,2023-09-13 07:00:00,Issue3,Resolved,97
6129,11,2023-09-13 08:00:00,Issue1,Resolved,98
6130,1656,2023-09-13 09:00:00,Issue2,Resolved,38
6131,9426,2023-09-13 10:00:00,Issue2,Pending,98
6132,9738,2023-09-13 11:00:00,Issue1,Pending,19
6133,9769,2023-09-13 12:00:00,Issue3,Pending,82
6134,3173,2023-09-13 13:00:00,Issue3,Resolved,28
6135,6970,2023-09-13 14:00:00,Issue2,Resolved,22
6136,5574,2023-09-13 15:00:00,Issue1,Pending,73
6137,5045,2023-09-13 16:00:00,Issue2,Resolved,59
6138,6114,2023-09-13 17:00:00,Issue2,Resolved,75
6139,9025,2023-09-13 18:00:00,Issue2,Pending,4
6140,7686,2023-09-13 19:00:00,Issue2,Pending,28
6141,3289,2023-09-13 20:00:00,Issue1,Resolved,39
6142,9273,2023-09-13 21:00:00,Issue2,Pending,16
6143,7197,2023-09-13 22:00:00,Issue2,Pending,12
6144,2878,2023-09-13 23:00:00,Issue3,Resolved,58
6145,626,2023-09-14 00:00:00,Issue1,Resolved,15
6146,6558,2023-09-14 01:00:00,Issue1,Pending,84
6147,8648,2023-09-14 02:00:00,Issue1,Pending,10
6148,5848,2023-09-14 03:00:00,Issue3,Pending,62
6149,9431,2023-09-14 04:00:00,Issue1,Resolved,51
6150,9420,2023-09-14 05:00:00,Issue3,Resolved,31
6151,6864,2023-09-14 06:00:00,Issue3,Pending,20
6152,629,2023-09-14 07:00:00,Issue2,Pending,72
6153,6787,2023-09-14 08:00:00,Issue3,Resolved,2
6154,8450,2023-09-14 09:00:00,Issue1,Resolved,61
6155,8042,2023-09-14 10:00:00,Issue1,Pending,51
6156,7697,2023-09-14 11:00:00,Issue2,Pending,78
6157,227,2023-09-14 12:00:00,Issue2,Pending,54
6158,8460,2023-09-14 13:00:00,Issue1,Resolved,94
6159,764,2023-09-14 14:00:00,Issue2,Pending,48
6160,5137,2023-09-14 15:00:00,Issue1,Pending,43
6161,2033,2023-09-14 16:00:00,Issue3,Resolved,6
6162,2099,2023-09-14 17:00:00,Issue1,Resolved,8
6163,3581,2023-09-14 18:00:00,Issue2,Resolved,91
6164,7994,2023-09-14 19:00:00,Issue2,Pending,50
6165,5752,2023-09-14 20:00:00,Issue1,Pending,74
6166,7595,2023-09-14 21:00:00,Issue2,Resolved,63
6167,6299,2023-09-14 22:00:00,Issue3,Pending,60
6168,7052,2023-09-14 23:00:00,Issue2,Resolved,79
6169,3517,2023-09-15 00:00:00,Issue2,Resolved,18
6170,2275,2023-09-15 01:00:00,Issue2,Resolved,65
6171,3750,2023-09-15 02:00:00,Issue3,Pending,4
6172,2711,2023-09-15 03:00:00,Issue2,Pending,81
6173,4894,2023-09-15 04:00:00,Issue2,Pending,64
6174,2083,2023-09-15 05:00:00,Issue1,Pending,80
6175,6192,2023-09-15 06:00:00,Issue3,Resolved,92
6176,3924,2023-09-15 07:00:00,Issue1,Pending,12
6177,3915,2023-09-15 08:00:00,Issue1,Resolved,85
6178,3986,2023-09-15 09:00:00,Issue3,Pending,26
6179,4848,2023-09-15 10:00:00,Issue3,Resolved,99
6180,9973,2023-09-15 11:00:00,Issue1,Pending,64
6181,3812,2023-09-15 12:00:00,Issue1,Pending,69
6182,6886,2023-09-15 13:00:00,Issue3,Resolved,87
6183,9364,2023-09-15 14:00:00,Issue2,Resolved,69
6184,8818,2023-09-15 15:00:00,Issue2,Pending,20
6185,2577,2023-09-15 16:00:00,Issue2,Pending,81
6186,2722,2023-09-15 17:00:00,Issue2,Pending,4
6187,1349,2023-09-15 18:00:00,Issue3,Resolved,22
6188,2248,2023-09-15 19:00:00,Issue1,Resolved,6
6189,5785,2023-09-15 20:00:00,Issue3,Resolved,59
6190,464,2023-09-15 21:00:00,Issue1,Pending,22
6191,8793,2023-09-15 22:00:00,Issue3,Pending,15
6192,5059,2023-09-15 23:00:00,Issue2,Resolved,39
6193,1681,2023-09-16 00:00:00,Issue2,Resolved,25
6194,6168,2023-09-16 01:00:00,Issue3,Pending,3
6195,2776,2023-09-16 02:00:00,Issue2,Pending,84
6196,108,2023-09-16 03:00:00,Issue1,Pending,23
6197,1486,2023-09-16 04:00:00,Issue3,Resolved,12
6198,4916,2023-09-16 05:00:00,Issue1,Pending,92
6199,9973,2023-09-16 06:00:00,Issue3,Pending,88
6200,6765,2023-09-16 07:00:00,Issue1,Pending,36
6201,1658,2023-09-16 08:00:00,Issue2,Resolved,44
6202,4550,2023-09-16 09:00:00,Issue2,Pending,94
6203,937,2023-09-16 10:00:00,Issue2,Pending,63
6204,7221,2023-09-16 11:00:00,Issue3,Pending,24
6205,7253,2023-09-16 12:00:00,Issue2,Resolved,68
6206,567,2023-09-16 13:00:00,Issue2,Pending,31
6207,7212,2023-09-16 14:00:00,Issue2,Pending,59
6208,767,2023-09-16 15:00:00,Issue1,Pending,36
6209,5601,2023-09-16 16:00:00,Issue3,Resolved,18
6210,7016,2023-09-16 17:00:00,Issue3,Pending,91
6211,9410,2023-09-16 18:00:00,Issue2,Pending,34
6212,9419,2023-09-16 19:00:00,Issue2,Pending,69
6213,8980,2023-09-16 20:00:00,Issue1,Resolved,21
6214,8678,2023-09-16 21:00:00,Issue2,Pending,87
6215,8073,2023-09-16 22:00:00,Issue3,Resolved,52
6216,4297,2023-09-16 23:00:00,Issue2,Resolved,11
6217,4485,2023-09-17 00:00:00,Issue1,Resolved,53
6218,7793,2023-09-17 01:00:00,Issue3,Pending,31
6219,9119,2023-09-17 02:00:00,Issue2,Resolved,72
6220,2779,2023-09-17 03:00:00,Issue3,Pending,23
6221,1981,2023-09-17 04:00:00,Issue1,Resolved,98
6222,2071,2023-09-17 05:00:00,Issue2,Pending,91
6223,2947,2023-09-17 06:00:00,Issue1,Pending,73
6224,2146,2023-09-17 07:00:00,Issue2,Pending,40
6225,5753,2023-09-17 08:00:00,Issue2,Pending,32
6226,1420,2023-09-17 09:00:00,Issue1,Resolved,72
6227,284,2023-09-17 10:00:00,Issue3,Pending,58
6228,3846,2023-09-17 11:00:00,Issue1,Resolved,61
6229,3156,2023-09-17 12:00:00,Issue2,Pending,30
6230,4901,2023-09-17 13:00:00,Issue1,Resolved,27
6231,1731,2023-09-17 14:00:00,Issue3,Resolved,85
6232,4982,2023-09-17 15:00:00,Issue1,Pending,51
6233,5083,2023-09-17 16:00:00,Issue3,Resolved,6
6234,5071,2023-09-17 17:00:00,Issue3,Resolved,7
6235,4659,2023-09-17 18:00:00,Issue1,Pending,29
6236,9897,2023-09-17 19:00:00,Issue3,Pending,64
6237,688,2023-09-17 20:00:00,Issue2,Resolved,55
6238,1517,2023-09-17 21:00:00,Issue1,Pending,95
6239,3154,2023-09-17 22:00:00,Issue1,Resolved,48
6240,6538,2023-09-17 23:00:00,Issue3,Pending,69
6241,3377,2023-09-18 00:00:00,Issue3,Resolved,59
6242,1596,2023-09-18 01:00:00,Issue3,Resolved,62
6243,988,2023-09-18 02:00:00,Issue2,Resolved,12
6244,2848,2023-09-18 03:00:00,Issue2,Pending,93
6245,326,2023-09-18 04:00:00,Issue1,Pending,76
6246,3067,2023-09-18 05:00:00,Issue2,Resolved,72
6247,3309,2023-09-18 06:00:00,Issue2,Pending,66
6248,5578,2023-09-18 07:00:00,Issue3,Resolved,43
6249,1108,2023-09-18 08:00:00,Issue2,Resolved,71
6250,5532,2023-09-18 09:00:00,Issue1,Pending,26
6251,9151,2023-09-18 10:00:00,Issue3,Resolved,87
6252,4197,2023-09-18 11:00:00,Issue3,Pending,61
6253,6550,2023-09-18 12:00:00,Issue1,Pending,95
6254,1647,2023-09-18 13:00:00,Issue2,Resolved,77
6255,2462,2023-09-18 14:00:00,Issue3,Pending,22
6256,424,2023-09-18 15:00:00,Issue2,Resolved,88
6257,1863,2023-09-18 16:00:00,Issue2,Pending,54
6258,9816,2023-09-18 17:00:00,Issue2,Resolved,28
6259,2002,2023-09-18 18:00:00,Issue1,Resolved,23
6260,5706,2023-09-18 19:00:00,Issue2,Pending,68
6261,9790,2023-09-18 20:00:00,Issue1,Pending,49
6262,9377,2023-09-18 21:00:00,Issue2,Resolved,32
6263,1944,2023-09-18 22:00:00,Issue3,Pending,83
6264,2348,2023-09-18 23:00:00,Issue1,Resolved,9
6265,6651,2023-09-19 00:00:00,Issue1,Pending,17
6266,5349,2023-09-19 01:00:00,Issue2,Pending,3
6267,3461,2023-09-19 02:00:00,Issue1,Pending,46
6268,9396,2023-09-19 03:00:00,Issue1,Resolved,63
6269,549,2023-09-19 04:00:00,Issue1,Pending,58
6270,5222,2023-09-19 05:00:00,Issue3,Pending,16
6271,950,2023-09-19 06:00:00,Issue3,Pending,21
6272,2972,2023-09-19 07:00:00,Issue2,Pending,25
6273,3441,2023-09-19 08:00:00,Issue1,Pending,86
6274,4585,2023-09-19 09:00:00,Issue1,Pending,21
6275,2922,2023-09-19 10:00:00,Issue2,Pending,53
6276,7129,2023-09-19 11:00:00,Issue3,Pending,10
6277,354,2023-09-19 12:00:00,Issue1,Resolved,77
6278,9860,2023-09-19 13:00:00,Issue2,Resolved,24
6279,8502,2023-09-19 14:00:00,Issue1,Pending,78
6280,957,2023-09-19 15:00:00,Issue3,Pending,86
6281,2136,2023-09-19 16:00:00,Issue2,Pending,56
6282,7820,2023-09-19 17:00:00,Issue3,Pending,67
6283,1758,2023-09-19 18:00:00,Issue3,Pending,67
6284,8759,2023-09-19 19:00:00,Issue1,Pending,44
6285,4835,2023-09-19 20:00:00,Issue3,Resolved,18
6286,7145,2023-09-19 21:00:00,Issue1,Resolved,25
6287,8699,2023-09-19 22:00:00,Issue3,Resolved,51
6288,6335,2023-09-19 23:00:00,Issue2,Resolved,48
6289,9854,2023-09-20 00:00:00,Issue1,Pending,98
6290,5355,2023-09-20 01:00:00,Issue3,Resolved,99
6291,243,2023-09-20 02:00:00,Issue1,Resolved,89
6292,2966,2023-09-20 03:00:00,Issue3,Resolved,46
6293,4238,2023-09-20 04:00:00,Issue2,Resolved,69
6294,1487,2023-09-20 05:00:00,Issue3,Pending,48
6295,2932,2023-09-20 06:00:00,Issue3,Pending,76
6296,5942,2023-09-20 07:00:00,Issue3,Resolved,10
6297,5720,2023-09-20 08:00:00,Issue3,Resolved,30
6298,397,2023-09-20 09:00:00,Issue1,Pending,48
6299,7352,2023-09-20 10:00:00,Issue2,Pending,85
6300,2464,2023-09-20 11:00:00,Issue1,Resolved,6
6301,1158,2023-09-20 12:00:00,Issue2,Resolved,84
6302,2110,2023-09-20 13:00:00,Issue3,Pending,84
6303,4181,2023-09-20 14:00:00,Issue2,Pending,24
6304,145,2023-09-20 15:00:00,Issue3,Resolved,80
6305,4636,2023-09-20 16:00:00,Issue1,Resolved,11
6306,5213,2023-09-20 17:00:00,Issue2,Pending,31
6307,3125,2023-09-20 18:00:00,Issue2,Resolved,69
6308,5348,2023-09-20 19:00:00,Issue2,Resolved,47
6309,7925,2023-09-20 20:00:00,Issue3,Pending,19
6310,6352,2023-09-20 21:00:00,Issue1,Pending,38
6311,1178,2023-09-20 22:00:00,Issue2,Pending,62
6312,8863,2023-09-20 23:00:00,Issue3,Resolved,82
